	ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
1037	leopard	What resembles that of the similarly-sized cougar in the Americas?	The leopard's ecological role		medium	data/set1/a2
1038	leopard	What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?	Felis pardus		medium	data/set1/a2
1039	leopard	What sort of cats are solitary?	Leopards		hard	data/set1/a2
1040	leopard	Are leopards circular?	No		easy	data/set1/a2
1041	leopard	Is the leopard solitary?	Yes		easy	data/set1/a2
1042	leopard	What centred in Sierra?	The leopard men		medium	data/set1/a2
1043	leopard	Felis pardus was what?	One of the many species described in Linnaeus's 18th-century work, Systema Naturae		medium	data/set1/a2
1044	leopard	Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?	Yes		easy	data/set1/a2
1045	leopard	Were the Leopard men a West African secret society who practised cannibalism ?	Yes		easy	data/set1/a2
1046	leopard	Was the leopard tank a German designed tank which entered service in 1965 ?	Yes		easy	data/set1/a2
1047	leopard	Is the black color heritable and caused by only one recessive gene locus ?	Yes		easy	data/set1/a2
1048	leopard	Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?	Yes		easy	data/set1/a2
1049	leopard	Can a panther be any of several species of large felid?	Yes		easy	data/set1/a2
1050	leopard	Is the leopard an agile and graceful predator?	Yes		easy	data/set1/a2
1051	Liechtenstein	Is Liechtenstein bordered by Switzerland?	Yes	easy	easy	data/set2/a1
1052	Liechtenstein	Is Liechtenstein bordered by Switzerland?	Yes	easy	easy	data/set2/a1
1053	Liechtenstein	Is Liechtenstein the smallest German-speaking country in the world?	Yes	easy	easy	data/set2/a1
1054	Liechtenstein	Is Liechtenstein the smallest German-speaking country in the world?	Yes	easy	easy	data/set2/a1
1055	Liechtenstein	Was Liechtenstein part of the ancient Roman province of Raetia?	Yes	easy	easy	data/set2/a1
1056	Liechtenstein	Was Liechtenstein part of the ancient Roman province of Raetia?	Yes	easy	easy	data/set2/a1
1057	Liechtenstein	When was the first factory opened?	1836	medium	medium	data/set2/a1
1058	Liechtenstein	When was the first factory opened?	1836	medium	medium	data/set2/a1
1059	Liechtenstein	How many municipalities is Liechtenstein divided into?	11	medium	medium	data/set2/a1
1060	Liechtenstein	How many municipalities is Liechtenstein divided into?	11	medium	medium	data/set2/a1
1061	Liechtenstein	What is the national currency of Liechtenstein?	Swiss franc	medium	medium	data/set2/a1
1062	Liechtenstein	What is the national currency of Liechtenstein?	Swiss franc	medium	medium	data/set2/a1
1063	Liechtenstein	Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?	Yes	hard	hard	data/set2/a1
1064	Liechtenstein	What company administers Leichtenstein's railways?	Austrian Federal Railways	hard	medium	data/set2/a1
1065	Liechtenstein	What company administers Leichtenstein's railways?	Austrian Federal Railways	hard	medium	data/set2/a1
1066	Liechtenstein	What percentage of Liechtenstein's population is foreign-born?	two-thirds	hard	hard	data/set2/a1
1067	Liechtenstein	What percentage of Liechtenstein's population is foreign-born?	67%	hard	hard	data/set2/a1
1068	Liechtenstein	Is there an airport in Liechtenstein?	No.	easy	easy	data/set2/a1
1069	Liechtenstein	Is there an airport in Liechtenstein?	No	easy	easy	data/set2/a1
1070	Liechtenstein	Is Liechtenstein heavily urbanized?	No.	easy	medium	data/set2/a1
1071	Liechtenstein	Is Liechtenstein heavily urbanized?	No	easy	easy	data/set2/a1
1072	Liechtenstein	Is Liechtenstein doubly landlocked?	Yes.	easy	easy	data/set2/a1
1073	Liechtenstein	Is Liechtenstein doubly landlocked?	Yes	easy	easy	data/set2/a1
1074	Liechtenstein	Does Liechtenstein have an army?	No.	medium	easy	data/set2/a1
1075	Liechtenstein	Does Liechtenstein have an army?	No	medium	easy	data/set2/a1
1076	Liechtenstein	When was Liechtenstein's current constitution adopted?	October 1921.	medium	medium	data/set2/a1
1077	Liechtenstein	When was Liechtenstein's current constitution adopted?	October 1921	medium	medium	data/set2/a1
1078	Liechtenstein	What is the official language of Liechtenstein?	German.	medium	medium	data/set2/a1
1079	Liechtenstein	What is the official language of Liechtenstein?	German	medium	medium	data/set2/a1
1080	Liechtenstein	What countries border Liechtenstein?	Switzerland and Austria.	hard	medium	data/set2/a1
1081	Liechtenstein	What countries border Liechtenstein?	Switzerland and Austria	hard	hard	data/set2/a1
1082	Liechtenstein	What Roman province was Liechtenstein part of?	Raetia.	hard	medium	data/set2/a1
1083	Liechtenstein	What Roman province was Liechtenstein part of?	Raetia	hard	medium	data/set2/a1
1084	Liechtenstein	How many municipalities are within Oberland?	6.	hard	too hard	data/set2/a1
1085	Liechtenstein	How many municipalities are within Oberland?	6	hard	too hard	data/set2/a1
1086	Liechtenstein	What is the smallest German-speaking country in the world?	Liechtenstein		medium	data/set2/a1
1087	Liechtenstein	The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?	1861		easy	data/set2/a1
1088	Liechtenstein	What enjoys one of the world's highest standards of living?	Liechtenstein's population		medium	data/set2/a1
1089	Liechtenstein	Does the state court rule on the conformity of laws?	Yes		easy	data/set2/a1
1090	Liechtenstein	What do most recognizable international company and largest employer have in common?	They are Hilti.		medium	data/set2/a1
1091	Liechtenstein	Is Liechtenstein heavily urbanized?	No		medium	data/set2/a1
1092	Liechtenstein	Was Liechtenstein completed in November 2000?	No		medium	data/set2/a1
1093	Liechtenstein	What completed in November?	the Kunstmuseum Liechtenstein		medium	data/set2/a1
1094	Liechtenstein	The State Court rules what?	on the conformity of laws with the constitution		easy	data/set2/a1
1095	Liechtenstein	The Historical Society of the Principality of Liechtenstein plays what?	a role in preserving the culture and history of the country.		easy	data/set2/a1
1096	Liechtenstein	Is the museum collection also the national art collection of Liechtenstein ?	Yes		easy	data/set2/a1
1097	Liechtenstein	Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?	Yes		easy	data/set2/a1
1098	Liechtenstein	Are nationals referred to by the plural : Liechtensteiners ?	Yes		easy	data/set2/a1
1099	Liechtenstein	Is it a winter sports resort , although it is perhaps best known as a tax haven ?	Yes		easy	data/set2/a1
1100	Liechtenstein	Is it a winter sports resort?	Yes		medium	data/set2/a1
1101	Liechtenstein	Is it the smallest german-speaking country in the world?	Yes		easy	data/set2/a1
1102	Liechtenstein	What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?	The Liechtenstein Dynasty acquired vast swaths of land		medium	data/set2/a1
1103	Millard_Fillmore	"Did Webster write, ""I can now sleep of nights""?"	Yes.	easy	easy	data/set3/a3
1104	Millard_Fillmore	"Did Webster write, ""I can now sleep of nights""?"	Yes	easy	easy	data/set3/a3
1105	Millard_Fillmore	Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?	Yes	easy	easy	data/set3/a3
1106	Millard_Fillmore	Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?	Yes	easy	easy	data/set3/a3
1107	Millard_Fillmore	Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?	Yes	easy	easy	data/set3/a3
1108	Millard_Fillmore	Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?	yes	easy	easy	data/set3/a3
1109	Millard_Fillmore	Who got Seward elected to the senate?	Weed	medium	medium	data/set3/a3
1110	Millard_Fillmore	Who got Seward elected to the senate?	Weed ultimately got Seward elected to the senate	medium	medium	data/set3/a3
1111	Millard_Fillmore	Where was Commodore Matthew C. Perry sent to open Japan to Western trade?	Japan	medium	medium	data/set3/a3
1112	Millard_Fillmore	Where was Commodore Matthew C. Perry sent to open Japan to Western trade?	Commodore Matthew C. Perry send to Japan	medium	hard	data/set3/a3
1113	Millard_Fillmore	What is The Remarkable Millard Fillmore?	A fake biography based on real events that happened in Fillmore's life.	medium	medium	data/set3/a3
1114	Millard_Fillmore	What is The Remarkable Millard Fillmore?	In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life	medium	medium	data/set3/a3
1115	Millard_Fillmore	Did Fillmore form a law partnership before or after he founded the private University of Buffalo?	Before.	hard	hard	data/set3/a3
1116	Millard_Fillmore	Did Fillmore form a law partnership before or after he founded the private University of Buffalo?	Law partnership founded before University of Buffalo	hard	hard	data/set3/a3
1117	Millard_Fillmore	Did Fillmore run for President a second time?	Yes	hard	medium	data/set3/a3
1118	Millard_Fillmore	Did Fillmore run for President a second time?	I don't know (semantic ambiguity)	hard	too hard	data/set3/a3
1119	Millard_Fillmore	How long after the death of his first wife did Fillmore marry Caroline McIntosh?	where is the death date of his first wife?	hard	too hard	data/set3/a3
1120	Millard_Fillmore	Was Millard Fillmore the thirteenth President of the United States?	yes	easy	easy	data/set3/a3
1121	Millard_Fillmore	Was Millard Fillmore the thirteenth President of the United States?	yes	easy	easy	data/set3/a3
1123	Millard_Fillmore	Was Millard Fillmore born on January 7, 1800?	yes	easy	medium	data/set3/a3
1124	Millard_Fillmore	Was Millard Fillmore born on January 7, 1800?	yes	easy	easy	data/set3/a3
1126	Millard_Fillmore	Did Millard Fillmore die on March 8, 1974?	no	easy	easy	data/set3/a3
1127	Millard_Fillmore	Did Millard Fillmore die on March 8, 1974?	no	easy	easy	data/set3/a3
1129	Millard_Fillmore	Where was Millard Fillmore born?	in a log cabin in Summerhill, New York	medium	easy	data/set3/a3
1130	Millard_Fillmore	Where was Millard Fillmore born?	in a log cabin in Summerhill, New York	medium	medium	data/set3/a3
1132	Millard_Fillmore	To whom was Millard Fillmore born to?	to Nathaniel and Phoebe Millard Fillmore	medium	easy	data/set3/a3
1133	Millard_Fillmore	To whom was Millard Fillmore born to?	to Nathaniel and Phoebe Millard Fillmore	medium	medium	data/set3/a3
1135	Millard_Fillmore	Who did Millard Fillmore fall in love with?	He fell in love with Abigail Powers	medium	easy	data/set3/a3
1136	Millard_Fillmore	Who did Millard Fillmore fall in love with?	Abigail Powers	medium	medium	data/set3/a3
1138	Millard_Fillmore	What did Taylor and Fillmore disagree upon?	slavory issues	hard	easy	data/set3/a3
1139	Millard_Fillmore	What did Taylor and Fillmore disagree upon?	Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War	hard	medium	data/set3/a3
1141	Millard_Fillmore	How did Fillmore ascend to the presidency?	upon the death of the sitting president, Taylor	hard	medium	data/set3/a3
1142	Millard_Fillmore	How did Fillmore ascend to the presidency?	Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.	hard	hard	data/set3/a3
1144	Millard_Fillmore	How did the supporters of Henry Clay feel about Fillmore in 1848?	they were ok with him	hard	too hard	data/set3/a3
1145	Millard_Fillmore	How did the supporters of Henry Clay feel about Fillmore in 1848?	angry	hard	hard	data/set3/a3
1147	Millard_Fillmore	Who was first apprenticed to a fuller to learn the cloth-making trade?	millard fillmore		easy	data/set3/a3
1148	Millard_Fillmore	He founded the private university of buffalo on what date?	1846		easy	data/set3/a3
1149	Millard_Fillmore	Who or what fell in love with abigail powers?	millard fillmore		easy	data/set3/a3
1150	Millard_Fillmore	Was Fillmore one of the founders of the University of Buffalo?	yes		easy	data/set3/a3
1151	Millard_Fillmore	Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?	yes		easy	data/set3/a3
1152	Millard_Fillmore	Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?	no		easy	data/set3/a3
1153	Millard_Fillmore	Is Fillmore the first of two presidents to have been an indentured servant ?	yes		easy	data/set3/a3
1154	Millard_Fillmore	Is the comic strip Mallard Fillmore named after the president ?	yes		easy	data/set3/a3
1155	Millard_Fillmore	Was Fillmore the first U.S. President born after the death of a former president ?	yes		easy	data/set3/a3
1156	Millard_Fillmore	Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?	no		easy	data/set3/a3
1157	Millard_Fillmore	What happened in a log cabin in summerhill , new york?	Fillmore was born		easy	data/set3/a3
1158	Nikola_Tesla	Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near GospiÄ , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?	Nikola Tesla		easy	data/set4/a3
1159	Nikola_Tesla	Are there at least two films describing Tesla 's life ?	Yes.		easy	data/set4/a3
1160	Nikola_Tesla	Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?	yes.		easy	data/set4/a3
1161	otter	Do sea otters have long muscular tails?	no	easy	medium	data/set1/a7
1162	otter	Do sea otters have long muscular tails?	No	easy	medium	data/set1/a7
1163	otter	Can otters survive in cold water?	yes	easy	medium	data/set1/a7
1164	otter	Can otters survive in cold water?	Yes	easy	medium	data/set1/a7
1165	otter	Does the giant otter inhabit South Africa?	no	easy	easy	data/set1/a7
1166	otter	Does the giant otter inhabit South Africa?	No	easy	easy	data/set1/a7
1167	otter	How many species of otter are there?	13	medium	easy	data/set1/a7
1168	otter	How many species of otter are there?	13	medium	medium	data/set1/a7
1169	otter	What do river otters eat?	a variety of fish and shellfish, as well as small land mammals and birds	medium	easy	data/set1/a7
1170	otter	What do river otters eat?	a variety of fish and shellfish, as well as small land mammals and birds	medium	medium	data/set1/a7
1171	otter	How much do sea otters weigh?	30 kg (about 65 pounds)	medium	easy	data/set1/a7
1172	otter	How much do sea otters weigh?	30 kg (about 65 pounds)	medium	medium	data/set1/a7
1173	otter	How do sea otters insulate themselves?	a layer of air trapped in their fur(!)	hard	hard	data/set1/a7
1174	otter	How do sea otters insulate themselves?	As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.	hard	hard	data/set1/a7
1175	otter	Why are sea otters nearly extinct?	They've been hunted for their fur	hard	hard	data/set1/a7
1176	otter	Why are sea otters nearly extinct?	Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them	hard	hard	data/set1/a7
1177	otter	What is one of the challenges of re-establishing a population of Eurasian otters in the UK?	roadkill deaths	hard	hard	data/set1/a7
1178	otter	What is one of the challenges of re-establishing a population of Eurasian otters in the UK?	Roadkill deaths have become one of the significant threats to the success of their re-establishment. 	hard	hard	data/set1/a7
1179	otter	Is otter a kind of mammal?	yes	easy	easy	data/set1/a7
1180	otter	Is otter a kind of mammal?	Yes.	easy	easy	data/set1/a7
1181	otter	How many species and genera does otter have?	13 species and 7 genera	easy	easy	data/set1/a7
1182	otter	How many species and genera does otter have?	13 species in 7 genera.	easy	medium	data/set1/a7
1183	otter	Do otters live in water?	yes	easy	hard	data/set1/a7
1184	otter	Do otters live in water?	Yes.	easy	easy	data/set1/a7
1185	otter	What do river otters eat?	River otters eat a variety of fish and shellfish, as well as small land mammals and birds. 	medium	easy	data/set1/a7
1186	otter	What do river otters eat?	River otters eat a variety of fish and shellfish, as well as small land mammals and birds.	medium	medium	data/set1/a7
1187	otter	Where do sea otters live?	Sea otters (Enhydra lutris) live along the Pacific coast of North America. 	medium	easy	data/set1/a7
1188	otter	Where do sea otters live?	The sea otter lives actually in the sea. 	medium	medium	data/set1/a7
1189	otter	"Where does the word ""otter"" derive from?"	"The word ""otter"" derives from the Old English word otr, otor or oter. "	medium	easy	data/set1/a7
1190	otter	"Where does the word ""otter"" derive from?"	"The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". "	medium	medium	data/set1/a7
1191	otter	Does otter give birth or lay egg?	give birth	hard	too hard	data/set1/a7
1192	otter	What drives sea otter almost to extinction?	Humans hunted them almost to extinction. 	hard	medium	data/set1/a7
1193	otter	What drives sea otter almost to extinction?	Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. 	hard	medium	data/set1/a7
1194	otter	Why otters are considered as totem animals?	The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. 	hard	hard	data/set1/a7
1195	otter	Do sea otters live along the Pacific coast?	Yes	easy	easy	data/set1/a7
1196	otter	Do sea otters live along the Pacific coast?	Yes	easy	easy	data/set1/a7
1197	otter	Are otters totem animals?	Yes	easy	easy	data/set1/a7
1198	otter	Are otters herbivores?	No	easy	easy	data/set1/a7
1199	otter	Are otters herbivores?	No	easy	hard	data/set1/a7
1200	otter	What is the primary item in an otter's diet?	Fish.	medium	medium	data/set1/a7
1201	otter	What is the primary item in an otter's diet?	fish	medium	medium	data/set1/a7
1202	otter	What is an otter's den called?	Holt	medium	medium	data/set1/a7
1203	otter	What is an otter's den called?	holt	medium	medium	data/set1/a7
1204	otter	Why is the giant otter becoming increasingly rare?	Poaching, habitat loss, and toxins in gold mining.  	medium	hard	data/set1/a7
1205	otter	Why is the giant otter becoming increasingly rare?	poaching, habitat loss, and the use of mercury in illegal alluvial gold mining	medium	medium	data/set1/a7
1206	otter	How do otters keep themselves warm without blubber?	A layer of air trapped in their fur.  	hard	hard	data/set1/a7
1207	otter	How do otters keep themselves warm without blubber?	a layer of air trapped in their fur	hard	hard	data/set1/a7
1208	otter	How are otters playful animals?	The slide down snowy slopes, apparently for sheer enjoyment.  	hard	hard	data/set1/a7
1209	otter	How are otters playful animals?	They slide repeatedly down snowy slopes for sheer enjoyment.	hard	hard	data/set1/a7
1210	otter	What animals are related to otters?	weasels, polecats, and badgers	hard	hard	data/set1/a7
1211	otter	What traps a layer of air, and keeps them dry and warm under water?	Long guard hair		medium	data/set1/a7
1212	otter	The collective noun romp is sometimes used for a group of what?	Otters		medium	data/set1/a7
1213	otter	Is it true that otters eat a variety of fish?	yes		medium	data/set1/a7
1214	otter	Are otters playful animals?	yes		easy	data/set1/a7
1215	otter	Are otters very active?	yes		easy	data/set1/a7
1216	otter	Are male otters dog-otters?	yes		easy	data/set1/a7
1217	otter	An otter 's den is what?	A holt		medium	data/set1/a7
1218	otter	Sea otters eat what?	Shellfish and other invertebrates		medium	data/set1/a7
1219	otter	Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?	yes		easy	data/set1/a7
1220	otter	Are Male otters dog-otters , females are bitches and babies are cubs or pups ?	yes		easy	data/set1/a7
1221	otter	Is an otter 's den called a holt ?	yes		easy	data/set1/a7
1222	otter	Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?	yes		easy	data/set1/a7
1223	penguin	Do penguins feed on krill?	yes	easy	easy	data/set1/a3
1224	penguin	Do penguins feed on krill?	yes	easy	easy	data/set1/a3
1225	penguin	What is the largest living species of penguin?	Emperor Penguin	easy	medium	data/set1/a3
1226	penguin	What is the largest living species of penguin?	the Emperor Penguin (Aptenodytes forsteri)	easy	medium	data/set1/a3
1227	penguin	Do penguins live almost exclusively in the Southern Hemisphere?	yes	easy	easy	data/set1/a3
1228	penguin	Do penguins live almost exclusively in the Southern Hemisphere?	yes	easy	easy	data/set1/a3
1229	penguin	"What is ""tobogganing""?"	when penguins slide on their bellies across the snow	medium	hard	data/set1/a3
1230	penguin	"What is ""tobogganing""?"	Tobogganing is when penguins slide on their bellies across the snow.	medium	hard	data/set1/a3
1231	penguin	Why are penguins countershaded?	for camouflage	medium	hard	data/set1/a3
1232	penguin	Why are penguins countershaded?	for camouflage	medium	hard	data/set1/a3
1233	penguin	Are penguins afraid of humans?	no	medium	medium	data/set1/a3
1234	penguin	Are penguins afraid of humans?	no	medium	medium	data/set1/a3
1235	penguin	How much time to penguins spend on land?	half of their life	hard	hard	data/set1/a3
1236	penguin	How much time to penguins spend on land?	They spend half of their life on land.	hard	medium	data/set1/a3
1237	penguin	How many species of penguins are there?	between 17 and 20 living species	hard	medium	data/set1/a3
1238	penguin	How many species of penguins are there?	Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.	hard	hard	data/set1/a3
1239	penguin	How are Isabelline penguins different from most penguins?	they have brown rather than black plumage	hard	hard	data/set1/a3
1240	penguin	How are Isabelline penguins different from most penguins?	Because they are born with brown rather than black plumage.	hard	hard	data/set1/a3
1241	penguin	Are penguins birds?	yes	easy	easy	data/set1/a3
1242	penguin	Are penguins birds?	Yes	easy	easy	data/set1/a3
1243	penguin	Do penguins have a better than average sense of hearing for birds?	yes	easy	easy	data/set1/a3
1244	penguin	Do penguins have a better than average sense of hearing for birds?	No	easy	easy	data/set1/a3
1245	penguin	"Are penguins considered ""higher waterbirds""?"	yes	easy	easy	data/set1/a3
1246	penguin	"Are penguins considered ""higher waterbirds""?"	Yes	easy	easy	data/set1/a3
1247	penguin	What order do penguins belong to?	Sphenisciformes	medium	medium	data/set1/a3
1248	penguin	What order do penguins belong to?	Sphenisciformes	medium	medium	data/set1/a3
1249	penguin	What is the largest living species of penguin?	Emperor Penguin	medium	medium	data/set1/a3
1250	penguin	What is the largest living species of penguin?	Emperor	medium	medium	data/set1/a3
1251	penguin	How tall were the tallest prehistoric penguins?	1.80 meters	medium	medium	data/set1/a3
1252	penguin	How tall were the tallest prehistoric penguins?	as tall as an adult human	medium	hard	data/set1/a3
1253	penguin	What makes penguins so agile in the water?	Their wings have become flippers	hard	hard	data/set1/a3
1254	penguin	What makes penguins so agile in the water?	Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers	hard	hard	data/set1/a3
1255	penguin	"Why do penguins ""tobaggan""?"	It conserves energy while moving quickly	hard	hard	data/set1/a3
1256	penguin	"Why do penguins ""tobaggan""?"	Conserves energy while moving quickly	hard	hard	data/set1/a3
1257	penguin	Who spend half of their life on land and half in the oceans?	Penguins		medium	data/set1/a3
1258	penguin	What is also the distance that Antarctic tourists are told to keep from penguins?	3 meters		medium	data/set1/a3
1259	penguin	What have become flippers, useless for flight in the air?	Penguins' wings		medium	data/set1/a3
1260	penguin	What happens when mothers lose a chick?	"They sometimes attempt to ""steal"" another chick."		medium	data/set1/a3
1261	penguin	Is it true that each penguin gets a turn in the center?	Yes		easy	data/set1/a3
1262	penguin	Are all penguins countershaded?	Yes		easy	data/set1/a3
1263	penguin	Are penguins astonishingly agile?	In the water they are.		easy	data/set1/a3
1264	penguin	Are penguins at risk?	Yes		easy	data/set1/a3
1265	penguin	Is it also possible that penguin comes from the Latin pinguis , fat ?	Yes		easy	data/set1/a3
1266	penguin	Have penguins an average sense of hearing for birds ?	Yes		easy	data/set1/a3
1267	penguin	Can larger penguins dive deep in case of need ?	Yes		easy	data/set1/a3
1268	penguin	Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?	Yes		easy	data/set1/a3
1269	penguin	Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?	It is not even known.		medium	data/set1/a3
1270	penguin	Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?	Yes		easy	data/set1/a3
1271	penguin	Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?	Yes		easy	data/set1/a3
1272	penguin	What happened in a region not quite 2000 km south of the equator 35 mya?	At least one giant penguin.		medium	data/set1/a3
1273	polar_bear	What is the last word on the page?	Connecticut	easy	too easy	data/set1/a4
1274	polar_bear	What is the last word on the page?	(SSN-22)	easy	too hard	data/set1/a4
1275	polar_bear	Is polar bear a mammal?	Yes	easy	easy	data/set1/a4
1276	polar_bear	Is polar bear a mammal?	Yes	easy	easy	data/set1/a4
1277	polar_bear	Is polar bear a carnivore?	Yes	easy	easy	data/set1/a4
1278	polar_bear	Is polar bear a carnivore?	Yes	easy	easy	data/set1/a4
1279	polar_bear	What is largest polar bear on record?	2200 lb	medium	medium	data/set1/a4
1280	polar_bear	What is largest polar bear on record?	A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.	medium	medium	data/set1/a4
1281	polar_bear	What is polar bear's skin color?	white or cream	medium	easy	data/set1/a4
1282	polar_bear	What is polar bear's skin color?	Black	medium	easy	data/set1/a4
1283	polar_bear	How long is polar bear's guard hair?	5-15 cm	medium	medium	data/set1/a4
1284	polar_bear	How long is polar bear's guard hair?	5-15 cm	medium	medium	data/set1/a4
1285	polar_bear	What is cause of polar bear's skin diseases?	mites or other parasites	hard	medium	data/set1/a4
1286	polar_bear	What is cause of polar bear's skin diseases?	Mites or other parasites	hard	medium	data/set1/a4
1287	polar_bear	Why polar bear is a special species?	The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.	hard	too hard	data/set1/a4
1288	polar_bear	What do fossil and DNA evidence tell us?	The polar bear diverged from the brown bear about 200 thousand years ago.	hard	medium	data/set1/a4
1289	polar_bear	What do fossil and DNA evidence tell us?	The polar bear diverged from the brown bear roughly 200 thousand years ago.	hard	medium	data/set1/a4
1290	polar_bear	Does a polar bear live in the Arctic?	yes	easy	easy	data/set1/a4
1291	polar_bear	Does a polar bear live in the Arctic?	Yes	easy	easy	data/set1/a4
1292	polar_bear	Is a polar bear white in color?	yes	easy	medium	data/set1/a4
1293	polar_bear	Is a polar bear white in color?	Yes	easy	easy	data/set1/a4
1294	polar_bear	Is a polar bear at high risk of extinction?	yes	easy	easy	data/set1/a4
1295	polar_bear	Is a polar bear at high risk of extinction?	Yes	easy	easy	data/set1/a4
1296	polar_bear	How heavy is a male polar bear?	300-600 kg (660-1320 lb)	medium	medium	data/set1/a4
1297	polar_bear	How heavy is a male polar bear?	Most adult males weigh 350-650 kg	medium	too hard	data/set1/a4
1298	polar_bear	How heavy was the largest polar bear on record?	1002 kg (2200 lb) 	medium	medium	data/set1/a4
1299	polar_bear	How heavy was the largest polar bear on record?	He allegedly weighed 1002 kg	medium	medium	data/set1/a4
1300	polar_bear	What does a polar bear's fur provide?	It provides the animal with effective camouflage.	medium	medium	data/set1/a4
1301	polar_bear	What does a polar bear's fur provide?	A polar bear's fur provides camouflage and insulation	medium	medium	data/set1/a4
1302	polar_bear	Do female polar bears weight more than the male?	no	hard	medium	data/set1/a4
1303	polar_bear	Do female polar bears weight more than the male?	No	hard	easy	data/set1/a4
1304	polar_bear	How much weight do female polar bears gain during pregnancy?	They gain double their weight.	hard	medium	data/set1/a4
1305	polar_bear	How much weight do female polar bears gain during pregnancy?	They double their weight during pregnancy	hard	medium	data/set1/a4
1306	polar_bear	Can polar bears be seen under infrared photography?	Polar bears are nearly invisible under infrared photography.	hard	easy	data/set1/a4
1307	polar_bear	Can polar bears be seen under infrared photography?	Only their breath and muzzles can be easily seen	hard	hard	data/set1/a4
1308	polar_bear	What is actually black in color?	A polar bear's skin.		medium	data/set1/a4
1309	polar_bear	What insulate it against the cold?	Its think blubber and fur.		medium	data/set1/a4
1310	polar_bear	What includes a lengthy justification of why this species is listed as vulnerable?	Database entry.		medium	data/set1/a4
1311	polar_bear	What do with greenpeace and the natural resources defense council have in common?	They filed lawsuits in California.		medium	data/set1/a4
1312	polar_bear	Are studies insufficient evidence for global protection?	It is arguable.		medium	data/set1/a4
1313	polar_bear	Are polar bears excellent swimmers?	yes		easy	data/set1/a4
1314	polar_bear	A semi-aquatic marine mammal , the polar bear has what?	It has adapted for life on a combination of land, sea, and ice.		medium	data/set1/a4
1315	polar_bear	Garbage is what?	Garbage is now recycled or transported to Thompson, Manitoba.		medium	data/set1/a4
1316	polar_bear	The bears sometimes what?	They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.		medium	data/set1/a4
1317	polar_bear	Is the Polar Bear the mascot of Bowdoin college ?	yes		easy	data/set1/a4
